Provider,Service Name,URL,City,Country,Status,IP Version,Hosting Provider,C Number,Airport Code,Airport Code Number,ISP Name,CDN Type,Zone Name,Region,Parent Region,Latitude,Longitude
Google,ggcs,https://peering.google.com/#/infrastructure,Güémez,Mexico,Active,,,,,0,,,,,,23.703,-98.956
Google,ggcs,https://peering.google.com/#/infrastructure,Salekhard Urban Okrug,Russian Federation,Active,,,,,0,,,,,,66.591,66.611
Google,ggcs,https://peering.google.com/#/infrastructure,Kostroma,Russian Federation,Active,,,,,0,,,,,,57.75,40.933
Google,ggcs,https://peering.google.com/#/infrastructure,Feira de Santana,Brazil,Active,,,,,0,,,,,,-12.201,-38.907
Google,ggcs,https://peering.google.com/#/infrastructure,Ban Rai Phathana,Thailand,Active,,,,,0,,,,,,16.677,101.195
Google,ggcs,https://peering.google.com/#/infrastructure,Arkhangelsk Urban Okrug,Russian Federation,Active,,,,,0,,,,,,64.6,40.717
Google,ggcs,https://peering.google.com/#/infrastructure,Gaborone,Botswana,Active,,,,,0,,,,,,-24.555,25.918
Google,ggcs,https://peering.google.com/#/infrastructure,Pamandzi,France,Active,,,,,0,,,,,,-12.807,45.281
Google,ggcs,https://peering.google.com/#/infrastructure,Clarksdale,United States,Active,,,,,0,,,,,,34.2,-90.567
Google,ggcs,https://peering.google.com/#/infrastructure,Aberdeen City,United Kingdom,Active,,,,,0,,,,,,57.204,-2.2
Google,ggcs,https://peering.google.com/#/infrastructure,An Nhơn District,Viet Nam,Active,,,,,0,,,,,,13.954,109.043
Google,ggcs,https://peering.google.com/#/infrastructure,Thiruvananthapuram,India,Active,,,,,0,,,,,,8.482,76.92
Google,ggcs,https://peering.google.com/#/infrastructure,,Brazil,Active,,,,,0,,,,,,-10.291,-48.357
Google,ggcs,https://peering.google.com/#/infrastructure,Timehri,Guyana,Active,,,,,0,,,,,,6.499,-58.254
Google,ggcs,https://peering.google.com/#/infrastructure,Ternopil,Ukraine,Active,,,,,0,,,,,,49.567,25.6
Google,ggcs,https://peering.google.com/#/infrastructure,Davao City,Philippines,Active,,,,,0,,,,,,7.125,125.646
Google,ggcs,https://peering.google.com/#/infrastructure,Mfou,Cameroon,Active,,,,,0,,,,,,3.723,11.553
Google,ggcs,https://peering.google.com/#/infrastructure,Mogadishu District,Somalia,Active,,,,,0,,,,,,2.015,45.305
Google,ggcs,https://peering.google.com/#/infrastructure,Montes Claros,Brazil,Active,,,,,0,,,,,,-16.707,-43.819
Google,ggcs,https://peering.google.com/#/infrastructure,Manteca,United States,Active,,,,,0,,,,,,37.894,-121.238
Google,ggcs,https://peering.google.com/#/infrastructure,Speen,United Kingdom,Active,,,,,0,,,,,,51.417,-1.333
Google,ggcs,https://peering.google.com/#/infrastructure,Saga,Japan,Active,,,,,0,,,,,,33.15,130.302
Google,ggcs,https://peering.google.com/#/infrastructure,Teixeira de Freitas,Brazil,Active,,,,,0,,,,,,-17.524,-39.669
Google,ggcs,https://peering.google.com/#/infrastructure,Gulfport,United States,Active,,,,,0,,,,,,30.407,-89.07
Google,ggcs,https://peering.google.com/#/infrastructure,Iowa City,United States,Active,,,,,0,,,,,,41.667,-91.533
Google,ggcs,https://peering.google.com/#/infrastructure,Araguaína,Brazil,Active,,,,,0,,,,,,-7.217,-48.233
Google,ggcs,https://peering.google.com/#/infrastructure,Perímetro Urbano Cúcuta,Colombia,Active,,,,,0,,,,,,7.928,-72.512
Google,ggcs,https://peering.google.com/#/infrastructure,Nuevo Laredo,Mexico,Active,,,,,0,,,,,,27.444,-99.571
Google,ggcs,https://peering.google.com/#/infrastructure,Viehhausen,Austria,Active,,,,,0,,,,,,47.793,13.004
Google,ggcs,https://peering.google.com/#/infrastructure,arrondissement de Menara المنارة,Morocco,Active,,,,,0,,,,,,31.607,-8.036
Google,ggcs,https://peering.google.com/#/infrastructure,Mossoró,Brazil,Active,,,,,0,,,,,,-5.183,-37.333
Google,ggcs,https://peering.google.com/#/infrastructure,Vitrolles,France,Active,,,,,0,,,,,,43.437,5.215
